#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PPP2CA	PPP4R1L	1861358	1851868	9606.ENSP00000418447	9606.ENSP00000335579	0	0	0	0	0.268	0.550	0	0.504	0.822
RSF1	BPTF	1849435	1848931	9606.ENSP00000311513	9606.ENSP00000307208	0	0	0	0	0.272	0	0.720	0.185	0.819
ASH2L	BPTF	1852381	1848931	9606.ENSP00000340896	9606.ENSP00000307208	0	0	0	0	0.130	0.604	0	0.517	0.819
HDAC1	H3F3A	1855935	1854454	9606.ENSP00000362649	9606.ENSP00000355778	0.309	0	0	0	0.053	0.416	0	0.583	0.819
HIST3H3	HIST1H4I	1854433	1853039	9606.ENSP00000355657	9606.ENSP00000346316	0	0	0	0	0.202	0.506	0	0.575	0.818
HIST1H3E	KAT2A	1854001	1843061	9606.ENSP00000353581	9606.ENSP00000225916	0	0	0	0	0.054	0.537	0	0.615	0.817
HIST1H3J	KAT2A	1853820	1843061	9606.ENSP00000352252	9606.ENSP00000225916	0	0	0	0	0.054	0.537	0	0.613	0.816
HIST3H3	HIST1H4A	1854433	1853925	9606.ENSP00000355657	9606.ENSP00000352980	0	0	0	0	0.202	0.506	0	0.572	0.816
HIST1H4I	HAT1	1853039	1845481	9606.ENSP00000346316	9606.ENSP00000264108	0	0	0	0	0.055	0.673	0	0.449	0.815
RBBP4	HIST1H3A	1855919	1853568	9606.ENSP00000362592	9606.ENSP00000350275	0	0	0	0	0.055	0.670	0	0.453	0.814
H3F3A	BPTF	1854454	1848931	9606.ENSP00000355778	9606.ENSP00000307208	0	0	0	0	0	0.680	0	0.436	0.812
RBBP4	H3F3A	1855919	1854454	9606.ENSP00000362592	9606.ENSP00000355778	0	0	0	0	0.055	0.670	0	0.442	0.811
RBBP7	HIST1H3J	1857150	1853820	9606.ENSP00000369424	9606.ENSP00000352252	0	0	0	0	0.055	0.584	0	0.556	0.810
RBBP4	HIST3H3	1855919	1854433	9606.ENSP00000362592	9606.ENSP00000355657	0	0	0	0	0.055	0.670	0	0.438	0.809
RBBP7	HIST3H3	1857150	1854433	9606.ENSP00000369424	9606.ENSP00000355657	0	0	0	0	0.055	0.670	0	0.438	0.809
RBBP7	HIST1H3E	1857150	1854001	9606.ENSP00000369424	9606.ENSP00000353581	0	0	0	0	0.055	0.580	0	0.555	0.808
PPA1	PPA2	1855858	1852751	9606.ENSP00000362329	9606.ENSP00000343885	0	0	0.527	0.972	0	0	0.800	0.869	0.807
EHMT2	H3F3B	1856323	1844327	9606.ENSP00000364687	9606.ENSP00000254810	0	0	0	0	0.058	0.582	0	0.548	0.806
SF3B1	PPP2R1B	1851836	1849409	9606.ENSP00000335321	9606.ENSP00000311344	0	0	0	0	0.231	0	0	0.758	0.805
BPTF	RBBP5	1848931	1845562	9606.ENSP00000307208	9606.ENSP00000264515	0	0	0	0	0.129	0.522	0	0.569	0.805
TAF1L	HIST1H4A	1861354	1853925	9606.ENSP00000418379	9606.ENSP00000352980	0	0	0	0	0.055	0.672	0	0.423	0.805
TAF1L	HIST1H4I	1861354	1853039	9606.ENSP00000418379	9606.ENSP00000346316	0	0	0	0	0.055	0.672	0	0.423	0.805
PPP2R2B	PPP2R2A	1851897	1850707	9606.ENSP00000336591	9606.ENSP00000325074	0	0	0	0.987	0	0	0.800	0.861	0.802
HIST1H3C	HDAC1	1862129	1855935	9606.ENSP00000439493	9606.ENSP00000362649	0.309	0	0	0	0.053	0.361	0	0.583	0.802
HIST2H3A	ASF1A	1859040	1843214	9606.ENSP00000385479	9606.ENSP00000229595	0	0	0	0	0.097	0.601	0	0.496	0.802
HIST1H4A	HIST1H4I	1853925	1853039	9606.ENSP00000352980	9606.ENSP00000346316	0	0	0	0.988	0	0.800	0	0.489	0.801
BAZ1A	RSF1	1853982	1849435	9606.ENSP00000353458	9606.ENSP00000311513	0	0	0	0.609	0.129	0	0.720	0.562	0.800
RBBP7	SMARCA1	1857150	1855408	9606.ENSP00000369424	9606.ENSP00000360163	0	0	0	0	0.345	0.510	0	0.421	0.798
PPP2R5D	PPP2R2B	1861336	1851897	9606.ENSP00000417963	9606.ENSP00000336591	0	0	0	0	0.102	0.175	0.360	0.626	0.798
RBBP5	SMARCC1	1845562	1844297	9606.ENSP00000264515	9606.ENSP00000254480	0	0	0	0	0.054	0.774	0	0.127	0.797
HDAC1	H3F3B	1855935	1844327	9606.ENSP00000362649	9606.ENSP00000254810	0.309	0	0	0	0.053	0.416	0	0.529	0.796
PPP4R1L	BPTF	1851868	1848931	9606.ENSP00000335579	9606.ENSP00000307208	0	0	0	0	0.128	0.774	0	0	0.794
PPP2R5E	PPP2R2B	1852023	1851897	9606.ENSP00000337641	9606.ENSP00000336591	0	0	0	0	0.102	0.175	0.360	0.616	0.793
HDAC2	HIST1H3E	1861837	1854001	9606.ENSP00000430432	9606.ENSP00000353581	0.309	0	0	0	0.053	0.361	0	0.561	0.792
HIST1H3C	HDAC2	1862129	1861837	9606.ENSP00000439493	9606.ENSP00000430432	0.309	0	0	0	0.053	0.361	0	0.561	0.792
HDAC2	HIST1H3J	1861837	1853820	9606.ENSP00000430432	9606.ENSP00000352252	0.309	0	0	0	0.053	0.361	0	0.560	0.791
PPP2R5C	PPP2R2B	1860968	1851897	9606.ENSP00000412324	9606.ENSP00000336591	0	0	0	0	0.102	0.175	0.360	0.608	0.789
CHD1L	BPTF	1854989	1848931	9606.ENSP00000358262	9606.ENSP00000307208	0	0	0	0	0.099	0.600	0	0.455	0.786
RBBP4	HIST1H3J	1855919	1853820	9606.ENSP00000362592	9606.ENSP00000352252	0	0	0	0	0.055	0.584	0	0.495	0.784
BPTF	WDR82	1848931	1847739	9606.ENSP00000307208	9606.ENSP00000296490	0	0	0	0	0.103	0.611	0	0.428	0.783
RBBP4	HIST1H3E	1855919	1854001	9606.ENSP00000362592	9606.ENSP00000353581	0	0	0	0	0.055	0.580	0	0.497	0.783
PPP2R2B	PPP2R5A	1851897	1844916	9606.ENSP00000336591	9606.ENSP00000261461	0	0	0	0	0.102	0.175	0.360	0.593	0.781
HIST1H3E	TAF1	1854001	1846471	9606.ENSP00000353581	9606.ENSP00000276072	0	0	0	0	0.055	0.672	0	0.351	0.781
HIST1H3C	TAF1	1862129	1846471	9606.ENSP00000439493	9606.ENSP00000276072	0	0	0	0	0.055	0.672	0	0.351	0.781
RBBP7	HIST1H3A	1857150	1853568	9606.ENSP00000369424	9606.ENSP00000350275	0	0	0	0	0.055	0.584	0	0.486	0.780
SMARCD2	RBBP5	1859660	1845562	9606.ENSP00000392617	9606.ENSP00000264515	0	0	0	0	0.055	0.774	0	0.051	0.780
HIST1H3J	TAF1	1853820	1846471	9606.ENSP00000352252	9606.ENSP00000276072	0	0	0	0	0.055	0.672	0	0.348	0.780
PPP2R1A	BPTF	1850680	1848931	9606.ENSP00000324804	9606.ENSP00000307208	0	0	0	0	0.065	0.774	0	0	0.779
PPP2R1B	BPTF	1849409	1848931	9606.ENSP00000311344	9606.ENSP00000307208	0	0	0	0	0.065	0.774	0	0	0.779
SNRNP200	TFAP4	1849929	1842416	9606.ENSP00000317123	9606.ENSP00000204517	0	0	0	0	0.053	0.774	0	0	0.777
HIST1H3A	HIRA	1853568	1845306	9606.ENSP00000350275	9606.ENSP00000263208	0	0	0	0	0	0.371	0	0.660	0.777
TADA2B	TADA2A	1849028	1843019	9606.ENSP00000308022	9606.ENSP00000225396	0	0	0	0.741	0	0.073	0.720	0.694	0.777
HIST1H4A	TBP	1853925	1843249	9606.ENSP00000352980	9606.ENSP00000230354	0	0	0	0	0.050	0.054	0	0.771	0.776
HIST1H4I	TBP	1853039	1843249	9606.ENSP00000346316	9606.ENSP00000230354	0	0	0	0	0.050	0.054	0	0.771	0.776
POLE3	TADA2A	1856055	1843019	9606.ENSP00000363284	9606.ENSP00000225396	0	0	0	0	0	0.382	0	0.651	0.775
HIST1H3C	RBBP7	1862129	1857150	9606.ENSP00000439493	9606.ENSP00000369424	0	0	0	0	0.055	0.506	0	0.555	0.774
BPTF	TFAP4	1848931	1842416	9606.ENSP00000307208	9606.ENSP00000204517	0	0	0	0	0	0.774	0	0	0.774
NCOR1	HMGXB4	1846039	1842544	9606.ENSP00000268712	9606.ENSP00000216106	0	0	0	0	0	0.774	0	0	0.774
HDAC2	H3F3B	1861837	1844327	9606.ENSP00000430432	9606.ENSP00000254810	0.309	0	0	0	0.053	0.361	0	0.522	0.773
HIST1H4I	SMARCA5	1853039	1846833	9606.ENSP00000346316	9606.ENSP00000283131	0	0	0	0	0.054	0.188	0	0.726	0.772
WDR59	ASF1A	1845075	1843214	9606.ENSP00000262144	9606.ENSP00000229595	0	0	0	0	0.248	0.437	0	0.504	0.771
TAF1L	HIST1H3A	1861354	1853568	9606.ENSP00000418379	9606.ENSP00000350275	0	0	0	0	0.055	0.672	0	0.321	0.771
WDR73	ASF1A	1859320	1843214	9606.ENSP00000387982	9606.ENSP00000229595	0	0	0	0	0.249	0.437	0	0.504	0.771
HDAC2	H3F3A	1861837	1854454	9606.ENSP00000430432	9606.ENSP00000355778	0.309	0	0	0	0.053	0.361	0	0.517	0.771
H3F3A	TAF1	1854454	1846471	9606.ENSP00000355778	9606.ENSP00000276072	0	0	0	0	0.055	0.672	0	0.309	0.767
TAF1	H3F3B	1846471	1844327	9606.ENSP00000276072	9606.ENSP00000254810	0	0	0	0	0.055	0.672	0	0.309	0.767
SMARCA1	H3F3A	1855408	1854454	9606.ENSP00000360163	9606.ENSP00000355778	0	0	0	0	0.056	0.429	0	0.599	0.765
HDAC1	WDR5	1855935	1853715	9606.ENSP00000362649	9606.ENSP00000351446	0	0	0	0	0.151	0.500	0	0.488	0.764
HIST1H3C	TAF1L	1862129	1861354	9606.ENSP00000439493	9606.ENSP00000418379	0	0	0	0	0.055	0.672	0	0.297	0.763
HIST1H3E	CECR2	1854001	1845180	9606.ENSP00000353581	9606.ENSP00000262608	0	0	0	0	0.054	0.537	0	0.503	0.763
TAF1L	HIST1H3J	1861354	1853820	9606.ENSP00000418379	9606.ENSP00000352252	0	0	0	0	0.055	0.672	0	0.297	0.763
HIST2H3A	CECR2	1859040	1845180	9606.ENSP00000385479	9606.ENSP00000262608	0	0	0	0	0.054	0.537	0	0.503	0.763
HIST1H3A	CECR2	1853568	1845180	9606.ENSP00000350275	9606.ENSP00000262608	0	0	0	0	0.054	0.537	0	0.503	0.763
TAF1L	H3F3B	1861354	1844327	9606.ENSP00000418379	9606.ENSP00000254810	0	0	0	0	0.055	0.672	0	0.297	0.763
HIST1H3C	CECR2	1862129	1845180	9606.ENSP00000439493	9606.ENSP00000262608	0	0	0	0	0.054	0.537	0	0.503	0.763
H3F3A	CECR2	1854454	1845180	9606.ENSP00000355778	9606.ENSP00000262608	0	0	0	0	0.054	0.537	0	0.503	0.763
HIST3H3	CECR2	1854433	1845180	9606.ENSP00000355657	9606.ENSP00000262608	0	0	0	0	0.054	0.537	0	0.503	0.763
HIST1H3J	CECR2	1853820	1845180	9606.ENSP00000352252	9606.ENSP00000262608	0	0	0	0	0.054	0.537	0	0.503	0.763
TAF1L	H3F3A	1861354	1854454	9606.ENSP00000418379	9606.ENSP00000355778	0	0	0	0	0.055	0.672	0	0.297	0.763
HIST2H3A	TAF1	1859040	1846471	9606.ENSP00000385479	9606.ENSP00000276072	0	0	0	0	0.055	0.672	0	0.297	0.763
TAF1L	HIST1H3E	1861354	1854001	9606.ENSP00000418379	9606.ENSP00000353581	0	0	0	0	0.055	0.672	0	0.297	0.763
TAF1	SMARCC2	1846471	1845915	9606.ENSP00000276072	9606.ENSP00000267064	0	0	0	0	0.372	0.546	0	0.237	0.763
TAF1L	HIST2H3A	1861354	1859040	9606.ENSP00000418379	9606.ENSP00000385479	0	0	0	0	0.055	0.672	0	0.297	0.763
CECR2	H3F3B	1845180	1844327	9606.ENSP00000262608	9606.ENSP00000254810	0	0	0	0	0.054	0.537	0	0.503	0.763
TAF1L	HIST3H3	1861354	1854433	9606.ENSP00000418379	9606.ENSP00000355657	0	0	0	0	0.055	0.672	0	0.297	0.763
SUPT3H	TAF1	1855487	1846471	9606.ENSP00000360515	9606.ENSP00000276072	0	0	0	0	0.053	0.673	0	0.292	0.761
TAF1L	SUPT3H	1861354	1855487	9606.ENSP00000418379	9606.ENSP00000360515	0	0	0	0	0.053	0.673	0	0.292	0.761
TAF1	SMARCC1	1846471	1844297	9606.ENSP00000276072	9606.ENSP00000254480	0	0	0	0	0.270	0.546	0	0.332	0.759
RBBP7	H3F3A	1857150	1854454	9606.ENSP00000369424	9606.ENSP00000355778	0	0	0	0	0.055	0.555	0	0.470	0.758
TAF10	CECR2	1848061	1845180	9606.ENSP00000299424	9606.ENSP00000262608	0	0	0	0	0.045	0.675	0	0.280	0.757
HIST1H3A	SETD1A	1853568	1845165	9606.ENSP00000350275	9606.ENSP00000262519	0	0	0	0	0.066	0.478	0	0.542	0.757
HIST1H3E	SETD1B	1854001	1845925	9606.ENSP00000353581	9606.ENSP00000267197	0	0	0	0	0.066	0.493	0	0.529	0.757
TBP	TADA2A	1843249	1843019	9606.ENSP00000230354	9606.ENSP00000225396	0	0	0	0	0.072	0.531	0	0.485	0.756
HIST1H4I	SETD1A	1853039	1845165	9606.ENSP00000346316	9606.ENSP00000262519	0	0	0	0	0.054	0.259	0	0.677	0.754
SUPT3H	CECR2	1855487	1845180	9606.ENSP00000360515	9606.ENSP00000262608	0	0	0	0	0.057	0.669	0	0.278	0.754
HIST1H4A	SETD1A	1853925	1845165	9606.ENSP00000352980	9606.ENSP00000262519	0	0	0	0	0.054	0.259	0	0.677	0.754
SMARCA5	HAT1	1846833	1845481	9606.ENSP00000283131	9606.ENSP00000264108	0	0	0	0	0.731	0	0	0.110	0.751
SMARCA1	SETD1A	1855408	1845165	9606.ENSP00000360163	9606.ENSP00000262519	0	0	0	0	0.271	0.403	0	0.473	0.751
SMARCA5	HIRA	1846833	1845306	9606.ENSP00000283131	9606.ENSP00000263208	0	0	0	0	0.154	0.292	0	0.618	0.751
HIST1H3E	HAT1	1854001	1845481	9606.ENSP00000353581	9606.ENSP00000264108	0	0	0	0	0.054	0.618	0	0.365	0.751
VPS41	BPTF	1849177	1848931	9606.ENSP00000309457	9606.ENSP00000307208	0	0	0	0	0.180	0.706	0	0	0.748
TADA2B	TBP	1849028	1843249	9606.ENSP00000308022	9606.ENSP00000230354	0	0	0	0	0.072	0.531	0	0.465	0.746
HIST1H3C	RBBP4	1862129	1855919	9606.ENSP00000439493	9606.ENSP00000362592	0	0	0	0	0.055	0.506	0	0.497	0.744
TAF2	TADA2B	1856824	1849028	9606.ENSP00000367406	9606.ENSP00000308022	0	0	0	0	0.066	0	0.720	0.096	0.743
TAF7	TADA2B	1849570	1849028	9606.ENSP00000312709	9606.ENSP00000308022	0	0	0	0	0	0.113	0.720	0	0.741
HIST2H3A	HIRA	1859040	1845306	9606.ENSP00000385479	9606.ENSP00000263208	0	0	0	0	0	0.568	0	0.420	0.738
SMARCA1	HIRA	1855408	1845306	9606.ENSP00000360163	9606.ENSP00000263208	0	0	0	0	0.154	0.292	0	0.596	0.737
WDR5	BPTF	1853715	1848931	9606.ENSP00000351446	9606.ENSP00000307208	0	0	0	0	0.059	0.175	0	0.687	0.736
SETD1A	KAT2A	1845165	1843061	9606.ENSP00000262519	9606.ENSP00000225916	0	0	0	0	0.156	0.120	0	0.669	0.733
HIST1H3E	SETD1A	1854001	1845165	9606.ENSP00000353581	9606.ENSP00000262519	0	0	0	0	0.066	0.259	0	0.644	0.732
HIST1H3J	SETD1A	1853820	1845165	9606.ENSP00000352252	9606.ENSP00000262519	0	0	0	0	0.066	0.259	0	0.644	0.732
RBBP7	H3F3B	1857150	1844327	9606.ENSP00000369424	9606.ENSP00000254810	0	0	0	0	0.055	0.506	0	0.469	0.730
PPP2R3B	WDR82	1857883	1847739	9606.ENSP00000375080	9606.ENSP00000296490	0	0	0	0	0.073	0	0.720	0	0.729
HIST1H3E	BPTF	1854001	1848931	9606.ENSP00000353581	9606.ENSP00000307208	0	0	0	0	0	0.521	0	0.457	0.728
RSF1	CECR2	1849435	1845180	9606.ENSP00000311513	9606.ENSP00000262608	0	0	0	0.609	0.055	0	0.720	0.081	0.728
HIST1H3J	BPTF	1853820	1848931	9606.ENSP00000352252	9606.ENSP00000307208	0	0	0	0	0	0.521	0	0.456	0.728
RBBP4	H3F3B	1855919	1844327	9606.ENSP00000362592	9606.ENSP00000254810	0	0	0	0	0.055	0.506	0	0.459	0.725
HIST1H3C	BPTF	1862129	1848931	9606.ENSP00000439493	9606.ENSP00000307208	0	0	0	0	0	0.521	0	0.451	0.725
BAZ1A	NCOR1	1853982	1846039	9606.ENSP00000353458	9606.ENSP00000268712	0	0	0	0	0.201	0.368	0	0.496	0.724
HIST1H3J	HAT1	1853820	1845481	9606.ENSP00000352252	9606.ENSP00000264108	0	0	0	0	0.054	0.581	0	0.358	0.724
HIST1H3C	SETD1A	1862129	1845165	9606.ENSP00000439493	9606.ENSP00000262519	0	0	0	0	0.066	0.259	0	0.632	0.723
TAF6	CECR2	1860193	1845180	9606.ENSP00000399982	9606.ENSP00000262608	0	0	0	0	0.093	0.602	0	0.294	0.722
C17orf49	RSF1	1862521	1849435	9606.ENSP00000448598	9606.ENSP00000311513	0	0	0	0	0	0	0.720	0	0.720
PPP2R2D	WDR82	1860192	1847739	9606.ENSP00000399970	9606.ENSP00000296490	0	0	0	0	0	0	0.720	0	0.720
H3F3A	SETD1A	1854454	1845165	9606.ENSP00000355778	9606.ENSP00000262519	0	0	0	0	0.066	0.259	0	0.628	0.720
RSF1	HMGXB4	1849435	1842544	9606.ENSP00000311513	9606.ENSP00000216106	0	0	0	0	0	0	0.720	0	0.720
TAF5	CECR2	1855115	1845180	9606.ENSP00000358854	9606.ENSP00000262608	0	0	0	0	0.103	0.602	0	0.274	0.718
HIST1H3A	HAT1	1853568	1845481	9606.ENSP00000350275	9606.ENSP00000264108	0	0	0	0	0.054	0.668	0	0.171	0.717
HDAC2	HAT1	1861837	1845481	9606.ENSP00000430432	9606.ENSP00000264108	0	0	0	0	0.441	0	0	0.511	0.715
HIST1H3E	WDR59	1854001	1845075	9606.ENSP00000353581	9606.ENSP00000262144	0	0	0	0	0.055	0.506	0	0.438	0.714
WDR59	H3F3B	1845075	1844327	9606.ENSP00000262144	9606.ENSP00000254810	0	0	0	0	0.055	0.506	0	0.438	0.714
HIST2H3A	WDR59	1859040	1845075	9606.ENSP00000385479	9606.ENSP00000262144	0	0	0	0	0.055	0.506	0	0.438	0.714
WDR73	HIST3H3	1859320	1854433	9606.ENSP00000387982	9606.ENSP00000355657	0	0	0	0	0.055	0.506	0	0.438	0.714
H3F3A	WDR59	1854454	1845075	9606.ENSP00000355778	9606.ENSP00000262144	0	0	0	0	0.055	0.506	0	0.438	0.714
BAZ1A	HIST1H4A	1853982	1853925	9606.ENSP00000353458	9606.ENSP00000352980	0	0	0	0	0	0.537	0	0.408	0.714
WDR73	H3F3A	1859320	1854454	9606.ENSP00000387982	9606.ENSP00000355778	0	0	0	0	0.055	0.506	0	0.438	0.714
WDR73	HIST1H3J	1859320	1853820	9606.ENSP00000387982	9606.ENSP00000352252	0	0	0	0	0.055	0.506	0	0.438	0.714
HIST1H3A	WDR59	1853568	1845075	9606.ENSP00000350275	9606.ENSP00000262144	0	0	0	0	0.055	0.506	0	0.438	0.714
WDR73	HIST1H3E	1859320	1854001	9606.ENSP00000387982	9606.ENSP00000353581	0	0	0	0	0.055	0.506	0	0.438	0.714
HIST1H3C	WDR59	1862129	1845075	9606.ENSP00000439493	9606.ENSP00000262144	0	0	0	0	0.055	0.506	0	0.438	0.714
HDAC1	SMARCA1	1855935	1855408	9606.ENSP00000362649	9606.ENSP00000360163	0	0	0	0	0.126	0.170	0	0.638	0.714
WDR73	HIST2H3A	1859320	1859040	9606.ENSP00000387982	9606.ENSP00000385479	0	0	0	0	0.055	0.506	0	0.438	0.714
HIST1H3J	WDR59	1853820	1845075	9606.ENSP00000352252	9606.ENSP00000262144	0	0	0	0	0.055	0.506	0	0.438	0.714
HIST1H3C	WDR73	1862129	1859320	9606.ENSP00000439493	9606.ENSP00000387982	0	0	0	0	0.055	0.506	0	0.438	0.714
WDR73	HIST1H3A	1859320	1853568	9606.ENSP00000387982	9606.ENSP00000350275	0	0	0	0	0.055	0.506	0	0.438	0.714
WDR73	H3F3B	1859320	1844327	9606.ENSP00000387982	9606.ENSP00000254810	0	0	0	0	0.055	0.506	0	0.438	0.714
HIST3H3	WDR59	1854433	1845075	9606.ENSP00000355657	9606.ENSP00000262144	0	0	0	0	0.055	0.506	0	0.438	0.714
WDR73	BPTF	1859320	1848931	9606.ENSP00000387982	9606.ENSP00000307208	0	0	0	0	0.063	0.547	0	0.372	0.710
BPTF	GRWD1	1848931	1844208	9606.ENSP00000307208	9606.ENSP00000253237	0	0	0	0	0.053	0.706	0	0	0.709
BPTF	WDR59	1848931	1845075	9606.ENSP00000307208	9606.ENSP00000262144	0	0	0	0	0.062	0.547	0	0.372	0.709
MLL	HIST1H4A	1862045	1853925	9606.ENSP00000436786	9606.ENSP00000352980	0	0	0	0	0.054	0.505	0	0.426	0.708
CCDC101	CECR2	1849846	1845180	9606.ENSP00000316114	9606.ENSP00000262608	0	0	0	0	0.057	0.671	0	0.127	0.705
HIST1H3A	BPTF	1853568	1848931	9606.ENSP00000350275	9606.ENSP00000307208	0	0	0	0	0	0.663	0	0.156	0.704
EHMT2	ASH2L	1856323	1852381	9606.ENSP00000364687	9606.ENSP00000340896	0	0	0	0	0.073	0.497	0	0.408	0.700
NCOR1	SMARCC1	1846039	1844297	9606.ENSP00000268712	9606.ENSP00000254480	0	0	0	0	0.129	0.360	0	0.505	0.700
SMARCC1	KAT2A	1844297	1843061	9606.ENSP00000254480	9606.ENSP00000225916	0	0	0	0	0.123	0.378	0	0.491	0.698
BAZ1A	TADA2A	1853982	1843019	9606.ENSP00000353458	9606.ENSP00000225396	0	0	0	0	0.073	0.509	0	0.391	0.698
HDAC2	SMARCA1	1861837	1855408	9606.ENSP00000430432	9606.ENSP00000360163	0	0	0	0	0.126	0.170	0	0.617	0.698
HIST2H3A	BPTF	1859040	1848931	9606.ENSP00000385479	9606.ENSP00000307208	0	0	0	0	0	0.662	0	0.137	0.696
PPP2R5D	PPP2R3B	1861336	1857883	9606.ENSP00000417963	9606.ENSP00000375080	0	0	0	0	0.099	0	0.360	0.512	0.694
HDAC1	TAF1	1855935	1846471	9606.ENSP00000362649	9606.ENSP00000276072	0	0	0	0	0.102	0.292	0	0.556	0.693
HIST3H3	HIRA	1854433	1845306	9606.ENSP00000355657	9606.ENSP00000263208	0	0	0	0	0	0.356	0	0.539	0.690
BPTF	MAZ	1848931	1842769	9606.ENSP00000307208	9606.ENSP00000219782	0	0	0	0	0.047	0.426	0	0.475	0.688
WDR73	MTA1	1859320	1851603	9606.ENSP00000387982	9606.ENSP00000333633	0	0	0	0	0.059	0.673	0	0.066	0.687
SMARCA1	TBP	1855408	1843249	9606.ENSP00000360163	9606.ENSP00000230354	0	0	0	0	0.065	0.264	0	0.582	0.687
WDR73	MTA2	1859320	1846587	9606.ENSP00000387982	9606.ENSP00000278823	0	0	0	0	0.059	0.673	0	0.066	0.687
HIST1H4I	BPTF	1853039	1848931	9606.ENSP00000346316	9606.ENSP00000307208	0	0	0	0	0	0.519	0	0.373	0.686
HIST1H4A	BPTF	1853925	1848931	9606.ENSP00000352980	9606.ENSP00000307208	0	0	0	0	0	0.519	0	0.373	0.686
BPTF	H3F3B	1848931	1844327	9606.ENSP00000307208	9606.ENSP00000254810	0	0	0	0	0	0.621	0	0.200	0.684
ASF1A	KAT2A	1843214	1843061	9606.ENSP00000229595	9606.ENSP00000225916	0	0	0	0	0.072	0.505	0	0.369	0.684
HDAC1	SETD1A	1855935	1845165	9606.ENSP00000362649	9606.ENSP00000262519	0.065	0	0	0	0.072	0.292	0	0.547	0.684
TAF1L	SMARCC1	1861354	1844297	9606.ENSP00000418379	9606.ENSP00000254480	0	0	0	0	0.270	0.546	0	0.120	0.682
TAF1L	SMARCC2	1861354	1845915	9606.ENSP00000418379	9606.ENSP00000267064	0	0	0	0	0.270	0.546	0	0.120	0.682
MLL2	WDR82	1848242	1847739	9606.ENSP00000301067	9606.ENSP00000296490	0	0	0	0	0.116	0.380	0	0.466	0.682
HDAC2	TAF1	1861837	1846471	9606.ENSP00000430432	9606.ENSP00000276072	0	0	0	0	0.102	0.292	0	0.538	0.681
MLL	HDAC1	1862045	1855935	9606.ENSP00000436786	9606.ENSP00000362649	0.065	0	0	0	0.064	0.501	0	0.348	0.678
BPTF	ASF1A	1848931	1843214	9606.ENSP00000307208	9606.ENSP00000229595	0	0	0	0	0.087	0.505	0	0.340	0.676
HIST1H4A	NCOR1	1853925	1846039	9606.ENSP00000352980	9606.ENSP00000268712	0	0	0	0	0.056	0.360	0	0.505	0.675
HIST1H3C	HAT1	1862129	1845481	9606.ENSP00000439493	9606.ENSP00000264108	0	0	0	0	0.054	0.503	0	0.365	0.675
HAT1	TAF9	1845481	1842675	9606.ENSP00000264108	9606.ENSP00000217893	0	0	0	0	0.674	0	0	0	0.674
HDAC2	SETD1A	1861837	1845165	9606.ENSP00000430432	9606.ENSP00000262519	0.065	0	0	0	0.072	0.292	0	0.530	0.673
SNRNP200	BPTF	1849929	1848931	9606.ENSP00000317123	9606.ENSP00000307208	0	0	0	0	0.125	0.626	0	0.073	0.670
HIST1H3J	WDR5	1853820	1853715	9606.ENSP00000352252	9606.ENSP00000351446	0	0	0	0	0.052	0.392	0	0.473	0.670
PPP2R1A	NUDT12	1850680	1843266	9606.ENSP00000324804	9606.ENSP00000230792	0	0	0	0	0	0.667	0	0.048	0.669
CHD1L	SMARCC1	1854989	1844297	9606.ENSP00000358262	9606.ENSP00000254480	0	0	0	0	0.350	0.449	0	0.146	0.667
SMARCA1	TAF1	1855408	1846471	9606.ENSP00000360163	9606.ENSP00000276072	0	0	0	0	0.223	0.400	0	0.340	0.665
HDAC2	CECR2	1861837	1845180	9606.ENSP00000430432	9606.ENSP00000262608	0	0	0	0	0.121	0.294	0	0.504	0.665
HDAC1	CECR2	1855935	1845180	9606.ENSP00000362649	9606.ENSP00000262608	0	0	0	0	0.121	0.294	0	0.504	0.665
H3F3A	SMARCA5	1854454	1846833	9606.ENSP00000355778	9606.ENSP00000283131	0	0	0	0	0.056	0.444	0	0.410	0.664
HIST3H3	BPTF	1854433	1848931	9606.ENSP00000355657	9606.ENSP00000307208	0	0	0	0	0	0.621	0	0.137	0.659
TAF1	KAT2A	1846471	1843061	9606.ENSP00000276072	9606.ENSP00000225916	0	0	0	0.615	0.106	0.515	0	0.653	0.659
TAF6	NCOR1	1860193	1846039	9606.ENSP00000399982	9606.ENSP00000268712	0	0	0	0	0.054	0.349	0	0.490	0.659
SETD1B	H3F3B	1845925	1844327	9606.ENSP00000267197	9606.ENSP00000254810	0	0	0	0	0.066	0.259	0	0.546	0.658
WDR82	MLL3	1847739	1845086	9606.ENSP00000296490	9606.ENSP00000262189	0	0	0	0	0.100	0.380	0	0.435	0.658
MLL	HIST1H3J	1862045	1853820	9606.ENSP00000436786	9606.ENSP00000352252	0	0	0	0	0.054	0.493	0	0.343	0.658
HIST1H3A	SMARCA5	1853568	1846833	9606.ENSP00000350275	9606.ENSP00000283131	0	0	0	0	0.056	0.458	0	0.383	0.657
H3F3A	SETD1B	1854454	1845925	9606.ENSP00000355778	9606.ENSP00000267197	0	0	0	0	0.066	0.259	0	0.545	0.657
